ERR187792,small RNA,0.6887681738296852,59.0,0.6436,2344029.079350398,410877.8422318422,22,48721523,0
ERR187631,small RNA,0.8040792875610456,36.0,0.5957,3640506.5538787604,736186.9095114195,22,49415200,0
ERR187558,small RNA,0.8056198347107438,36.0,0.436,3798984.9793972303,800450.0306360306,22,51770661,0
ERR187595,small RNA,0.7872881355932203,36.0,0.3318,4681860.725849015,1074664.4136013687,22,117028244,0
