SRX4637787,wgs,0.5923607092123955,151.0,0.97035,1611224.2415424432,121061.84371872531,22,60195473,0
SRX4637786,wgs,0.6183302985156983,151.0,0.9739,1508900.7970899504,134586.8807314109,21,40254790,0
